sample_id	dtype	urls	uri
HG00321	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00321/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00321.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00321/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00321.nucflag.bed
HG00329	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00329/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00329.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00329/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00329.nucflag.bed
HG00358	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00358/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00358.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00358/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00358.nucflag.bed
HG005	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG005/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG005.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG005/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG005.nucflag.bed
HG00512	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00512/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00512.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00512/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00512.nucflag.bed
HG00609	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00609/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00609.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00609/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00609.nucflag.bed
HG00621	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00621/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00621.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00621/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00621.nucflag.bed
HG00642	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00642/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00642.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00642/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00642.nucflag.bed
HG00658	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00658/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00658.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00658/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00658.nucflag.bed
HG00673	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00673/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00673.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00673/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00673.nucflag.bed
HG00706	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00706/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00706.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00706/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00706.nucflag.bed
HG00731	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00731/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00731.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00731/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00731.nucflag.bed
HG00738	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00738/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00738.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG00738/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG00738.nucflag.bed
HG01074	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01074/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01074.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01074/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01074.nucflag.bed
HG01099	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01099/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01099.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01099/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01099.nucflag.bed
HG01106	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01106/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01106.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01106/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01106.nucflag.bed
HG01109	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01109/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01109.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01109/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01109.nucflag.bed
HG01167	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01167/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01167.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01167/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01167.nucflag.bed
HG01192	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01192/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01192.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01192/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01192.nucflag.bed
HG01243	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01243/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01243.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01243/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01243.nucflag.bed
HG01252	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01252/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01252.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01252/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01252.nucflag.bed
HG01255	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01255/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01255.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01255/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01255.nucflag.bed
HG01258	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01258/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01258.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01258/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01258.nucflag.bed
HG01261	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01261/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01261.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01261/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01261.nucflag.bed
HG01358	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01358/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01358.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01358/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01358.nucflag.bed
HG01433	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01433/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01433.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01433/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01433.nucflag.bed
HG01457	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01457/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01457.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01457/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01457.nucflag.bed
HG01505	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01505/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01505.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01505/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01505.nucflag.bed
HG01530	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01530/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01530.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01530/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01530.nucflag.bed
HG01596	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01596/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01596.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01596/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01596.nucflag.bed
HG01890	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01890/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01890.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01890/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01890.nucflag.bed
HG01928	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01928/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01928.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01928/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01928.nucflag.bed
HG01934	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01934/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01934.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01934/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01934.nucflag.bed
HG01943	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01943/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01943.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01943/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01943.nucflag.bed
HG01952	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01952/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01952.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG01952/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG01952.nucflag.bed
HG02011	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02011/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02011.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02011/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02011.nucflag.bed
HG02015	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02015/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02015.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02015/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02015.nucflag.bed
HG02027	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02027/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02027.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02027/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02027.nucflag.bed
HG02040	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02040/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02040.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02040/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02040.nucflag.bed
HG02055	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02055/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02055.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02055/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02055.nucflag.bed
HG02056	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02056/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02056.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02056/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02056.nucflag.bed
HG02071	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02071/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02071.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02071/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02071.nucflag.bed
HG02074	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02074/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02074.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02074/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02074.nucflag.bed
HG02083	bedfile	https://s3-us-west-2.amazonaws.com/human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02083/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02083.nucflag.bed	s3://human-pangenomics/submissions/283198D5-BB8F-49CB-B1F9-CE1500812D8E--HPRC_R2_CHRY_QC_NUCFLAG/HG02083/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02083.nucflag.bed
